# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=8459
# Generated: 2026-07-20 11:53:55
# WAYPOINTS:
# WP: -1.602082,0.270989,-135.000000,124.338000,50
# WP: -1.740002,0.769999,-116.767000,113.485700,50
# WP: 1.770000,0.970001,12.479080,108.782400,50
# WP: 2.438963,-2.440071,135.000000,0.027976,50
# WP: -2.440071,-2.438963,-135.000000,0.027976,50

Time,X,Z,Theta1,Theta2
0.307,1.359829,1.426773,-5.940921,110.725300
0.308,1.358289,1.428025,-6.000923,110.731600
0.309,1.356748,1.429275,-6.060922,110.737900
0.310,1.355206,1.430524,-6.120921,110.744300
0.311,1.353663,1.431771,-6.180922,110.750600
0.312,1.352118,1.433016,-6.240921,110.756900
0.313,1.350573,1.434260,-6.300923,110.763300
0.314,1.349026,1.435501,-6.360922,110.769600
0.315,1.347478,1.436742,-6.420923,110.775900
0.316,1.345929,1.437980,-6.480922,110.782200
0.317,1.344379,1.439217,-6.540921,110.788600
0.318,1.342827,1.440452,-6.600921,110.794900
0.319,1.341275,1.441686,-6.660922,110.801200
0.320,1.339721,1.442918,-6.720921,110.807600
0.321,1.338167,1.444148,-6.780920,110.813900
0.322,1.336611,1.445377,-6.840921,110.820200
0.323,1.335054,1.446604,-6.900920,110.826500
0.324,1.333496,1.447829,-6.960920,110.832900
0.325,1.331937,1.449053,-7.020921,110.839200
0.326,1.330376,1.450274,-7.080920,110.845500
0.327,1.328815,1.451495,-7.140922,110.851900
0.328,1.327252,1.452713,-7.200921,110.858200
0.329,1.325689,1.453930,-7.260922,110.864500
0.330,1.324124,1.455146,-7.320921,110.870800
0.331,1.322558,1.456359,-7.380922,110.877200
0.332,1.320991,1.457571,-7.440922,110.883500
0.333,1.319423,1.458781,-7.500921,110.889800
0.334,1.317854,1.459990,-7.560922,110.896200
0.335,1.316283,1.461197,-7.620921,110.902500
0.336,1.314712,1.462402,-7.680923,110.908800
0.337,1.313139,1.463605,-7.740921,110.915100
0.338,1.311566,1.464807,-7.800923,110.921500
0.339,1.309991,1.466007,-7.860922,110.927800
0.340,1.308415,1.467205,-7.920921,110.934100
0.341,1.306838,1.468402,-7.980923,110.940500
0.342,1.305260,1.469597,-8.040922,110.946800
0.343,1.303681,1.470790,-8.100921,110.953100
0.344,1.302101,1.471982,-8.160922,110.959400
0.345,1.300520,1.473172,-8.220922,110.965800
0.346,1.298938,1.474360,-8.280920,110.972100
0.347,1.297354,1.475547,-8.340919,110.978400
0.348,1.295770,1.476732,-8.400921,110.984800
0.349,1.294184,1.477915,-8.460920,110.991100
0.350,1.292598,1.479096,-8.520922,110.997400
0.351,1.291010,1.480276,-8.580920,111.003700
0.352,1.289421,1.481454,-8.640922,111.010100
0.353,1.287831,1.482631,-8.700921,111.016400
0.354,1.286240,1.483805,-8.760921,111.022700
0.355,1.284648,1.484978,-8.820922,111.029100
0.356,1.283055,1.486149,-8.880920,111.035400
0.357,1.281461,1.487319,-8.940922,111.041700
0.358,1.279866,1.488487,-9.000921,111.048000
0.359,1.278270,1.489653,-9.060923,111.054400
0.360,1.276672,1.490817,-9.120921,111.060700
0.361,1.275074,1.491980,-9.180923,111.067000
0.362,1.273474,1.493141,-9.240922,111.073400
0.363,1.271874,1.494300,-9.300921,111.079700
0.364,1.270272,1.495458,-9.360923,111.086000
0.365,1.268670,1.496614,-9.420921,111.092300
0.366,1.267066,1.497768,-9.480923,111.098700
0.367,1.265462,1.498921,-9.540922,111.105000
0.368,1.263856,1.500072,-9.600922,111.111300
0.369,1.262249,1.501220,-9.660923,111.117700
0.370,1.260641,1.502368,-9.720922,111.124000
0.371,1.259033,1.503513,-9.780921,111.130300
0.372,1.257423,1.504657,-9.840920,111.136600
0.373,1.255812,1.505799,-9.900921,111.143000
0.374,1.254200,1.506940,-9.960920,111.149300
0.375,1.252587,1.508078,-10.020920,111.155600
0.376,1.250973,1.509215,-10.080920,111.162000
0.377,1.249358,1.510351,-10.140920,111.168300
0.378,1.247742,1.511485,-10.200920,111.174600
0.379,1.246125,1.512616,-10.260920,111.180900
0.380,1.244507,1.513746,-10.320920,111.187300
0.381,1.242888,1.514875,-10.380920,111.193600
0.382,1.241267,1.516001,-10.440920,111.199900
0.383,1.239646,1.517127,-10.500920,111.206300
0.384,1.238024,1.518250,-10.560920,111.212600
0.385,1.236401,1.519371,-10.620920,111.218900
0.386,1.234777,1.520491,-10.680920,111.225200
0.387,1.233152,1.521609,-10.740920,111.231600
0.388,1.231526,1.522725,-10.800920,111.237900
0.389,1.229898,1.523840,-10.860920,111.244200
0.390,1.228270,1.524952,-10.920920,111.250600
0.391,1.226641,1.526064,-10.980920,111.256900
0.392,1.225011,1.527173,-11.040920,111.263200
0.393,1.223380,1.528280,-11.100920,111.269500
0.394,1.221747,1.529386,-11.160920,111.275900
0.395,1.220114,1.530491,-11.220920,111.282200
0.396,1.218480,1.531593,-11.280920,111.288500
0.397,1.216845,1.532694,-11.340920,111.294900
0.398,1.215209,1.533792,-11.400920,111.301200
0.399,1.213572,1.534890,-11.460920,111.307500
0.400,1.211934,1.535985,-11.520920,111.313800
0.401,1.210294,1.537079,-11.580920,111.320200
0.402,1.208654,1.538171,-11.640920,111.326500
0.403,1.207013,1.539261,-11.700920,111.332800
0.404,1.205371,1.540349,-11.760920,111.339200
0.405,1.203728,1.541436,-11.820920,111.345500
0.406,1.202084,1.542521,-11.880920,111.351800
0.407,1.200439,1.543604,-11.940920,111.358100
0.408,1.198793,1.544685,-12.000920,111.364500
0.409,1.197146,1.545765,-12.060920,111.370800
0.410,1.195498,1.546843,-12.120920,111.377100
0.411,1.193850,1.547919,-12.180920,111.383500
0.412,1.192200,1.548994,-12.240920,111.389800
0.413,1.190549,1.550067,-12.300920,111.396100
