# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=3960
# Generated: 2026-07-14 14:31:18
# WAYPOINTS:
# WP: -2.560000,-1.700000,-148.636400,54.212190,50
# WP: -2.160000,1.180000,-102.017100,89.250400,50
# WP: -0.680000,2.850000,-42.869300,63.909990,50

Time,X,Z,Theta1,Theta2
0.388,1.824363,-2.016090,102.905300,76.201900
0.389,1.822591,-2.017995,102.965300,76.189740
0.390,1.820818,-2.019897,103.025300,76.177570
0.391,1.819041,-2.021799,103.085300,76.165410
0.392,1.817264,-2.023698,103.145300,76.153240
0.393,1.815485,-2.025596,103.205300,76.141080
0.394,1.813703,-2.027493,103.265300,76.128910
0.395,1.811919,-2.029388,103.325300,76.116740
0.396,1.810133,-2.031281,103.385300,76.104580
0.397,1.808346,-2.033173,103.445300,76.092410
0.398,1.806557,-2.035063,103.505300,76.080250
0.399,1.804765,-2.036952,103.565300,76.068080
0.400,1.802972,-2.038838,103.625300,76.055920
0.401,1.801176,-2.040724,103.685300,76.043750
0.402,1.799379,-2.042608,103.745300,76.031590
0.403,1.797579,-2.044490,103.805300,76.019420
0.404,1.795777,-2.046371,103.865300,76.007260
0.405,1.793974,-2.048249,103.925300,75.995090
0.406,1.792169,-2.050127,103.985300,75.982930
0.407,1.790361,-2.052003,104.045300,75.970760
0.408,1.788552,-2.053877,104.105300,75.958600
0.409,1.786741,-2.055749,104.165300,75.946430
0.410,1.784928,-2.057620,104.225300,75.934270
0.411,1.783113,-2.059489,104.285300,75.922100
0.412,1.781295,-2.061357,104.345300,75.909940
0.413,1.779477,-2.063223,104.405300,75.897770
0.414,1.777655,-2.065088,104.465300,75.885610
0.415,1.775833,-2.066951,104.525300,75.873440
0.416,1.774008,-2.068812,104.585300,75.861280
0.417,1.772181,-2.070671,104.645300,75.849110
0.418,1.770352,-2.072529,104.705300,75.836950
0.419,1.768521,-2.074386,104.765300,75.824780
0.420,1.766688,-2.076240,104.825300,75.812620
0.421,1.764854,-2.078093,104.885300,75.800450
0.422,1.763017,-2.079945,104.945300,75.788290
0.423,1.761179,-2.081795,105.005300,75.776120
0.424,1.759338,-2.083642,105.065300,75.763960
0.425,1.757496,-2.085489,105.125300,75.751800
0.426,1.755651,-2.087334,105.185300,75.739630
0.427,1.753805,-2.089177,105.245300,75.727470
0.428,1.751957,-2.091018,105.305300,75.715300
0.429,1.750106,-2.092859,105.365300,75.703140
0.430,1.748255,-2.094697,105.425300,75.690970
0.431,1.746400,-2.096533,105.485300,75.678810
0.432,1.744544,-2.098368,105.545300,75.666640
0.433,1.742687,-2.100201,105.605300,75.654480
0.434,1.740827,-2.102033,105.665300,75.642310
0.435,1.738965,-2.103863,105.725300,75.630150
0.436,1.737101,-2.105691,105.785300,75.617980
0.437,1.735236,-2.107518,105.845300,75.605820
0.438,1.733368,-2.109343,105.905300,75.593650
0.439,1.731499,-2.111166,105.965300,75.581490
0.440,1.729627,-2.112988,106.025300,75.569320
0.441,1.727754,-2.114808,106.085300,75.557160
0.442,1.725879,-2.116626,106.145300,75.544990
0.443,1.724002,-2.118442,106.205300,75.532830
0.444,1.722123,-2.120257,106.265300,75.520660
0.445,1.720242,-2.122070,106.325300,75.508500
0.446,1.718360,-2.123882,106.385300,75.496340
0.447,1.716475,-2.125692,106.445300,75.484170
0.448,1.714588,-2.127500,106.505300,75.472010
0.449,1.712699,-2.129306,106.565300,75.459840
0.450,1.710809,-2.131111,106.625300,75.447680
0.451,1.708917,-2.132914,106.685300,75.435510
0.452,1.707023,-2.134715,106.745300,75.423350
0.453,1.705127,-2.136515,106.805300,75.411180
0.454,1.703228,-2.138313,106.865300,75.399020
0.455,1.701329,-2.140109,106.925300,75.386850
0.456,1.699427,-2.141903,106.985300,75.374690
0.457,1.697523,-2.143696,107.045300,75.362520
0.458,1.695617,-2.145488,107.105300,75.350360
0.459,1.693710,-2.147277,107.165300,75.338190
